name,score,title,place,date,verified purch,text,upvotes 
Amazon Customer,5.0 out of 5 stars,Satisfied Customer,the United States ,October 30 2019,Verified Purchase,  Console arrived in a timely manner. So far no problems!,0 people found this helpful
Marcella Neal,5.0 out of 5 stars,Great experience..,the United States ,April 11 2020,Verified Purchase,  Got an Xbox for my grandson. It was the best experience I've had. It was right on time when they emailed it would be here.,0 people found this helpful
Edgar Hodge,5.0 out of 5 stars,get one,the United States ,October 31 2019,Verified Purchase,  bought 2 great deal,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Learn new things each day,the United States ,December 10 2020,Verified Purchase,  Finding new things to do each day with it. Surprises me every day.,0 people found this helpful
Nick,5.0 out of 5 stars,Exactly as advertised,the United States ,September 30 2020,Verified Purchase,  Was exactly as stated in the description.,0 people found this helpful
Roger lindstrom,5.0 out of 5 stars,fast shipper thank you,the United States ,December 10 2019,Verified Purchase,  really nice item thanks again,0 people found this helpful
Amber Henderson,5.0 out of 5 stars,Exactly as described,the United States ,November 2 2019,Verified Purchase,  Works perfectly,0 people found this helpful
Adonis Familia,5.0 out of 5 stars,Buen Servicio,the United States ,March 26 2019,Verified Purchase,"  Nuevo, todo en perfectas condiciones y tiempo de envió esperado.",One person found this helpful
cesar,4.0 out of 5 stars,Came just as expected,the United States ,November 19 2019,Verified Purchase,  The Xbox was used but it worked but the controller analog stick doesn't work very well,0 people found this helpful
kimberly hey,5.0 out of 5 stars,Watch what version of the system you buy!,the United States ,October 23 2019,Verified Purchase,  Happy to still find this version at a great price!,0 people found this helpful
irma,5.0 out of 5 stars,Excellent,the United States ,August 20 2019,Verified Purchase,"  Esta trabajando muy bien,gracias",One person found this helpful
AngelaR1717,5.0 out of 5 stars,Perfect,the United States ,May 5 2019,Verified Purchase,  Got for my nephew.,0 people found this helpful
Amazon Customer,1.0 out of 5 stars,Broken Console,the United States ,August 5 2019,Verified Purchase,  The system worked ok until after boot up. The fan was non-functional and the system entirely shut down every 15 minutes. Not good.,0 people found this helpful
Brycen hughes,3.0 out of 5 stars,Pretty good,the United States ,March 19 2020,Verified Purchase,  Product is super good and it runs very well but my only complaint is that the controller doesn’t always stay synced and sometimes it won’t.,0 people found this helpful
Dan T,5.0 out of 5 stars,Love it,the United States ,February 11 2019,Verified Purchase,"  Great device better than my ps4, fc5 is my favorite game",0 people found this helpful
Jennifer Webb,5.0 out of 5 stars,Works like it should,the United States ,December 10 2019,Verified Purchase,  Works like it should.,0 people found this helpful
andrew,5.0 out of 5 stars,Xbox one,the United States ,February 29 2020,Verified Purchase,  Great system looked like new no issues so far,0 people found this helpful
Calvin mosby,4.0 out of 5 stars,To be able to play games with son,the United States ,March 11 2020,Verified Purchase,  Did not like that it was shown with controller and did not have one or dmhi cord but have played and watch movies  works great,0 people found this helpful
Destiny Decker,5.0 out of 5 stars,Was exactly as described,the United States ,August 28 2019,Verified Purchase,  Delivered before expected day.  Product was exactly as described from seller.  Great experience.,0 people found this helpful
Suzie-QT,5.0 out of 5 stars,Five Stars,the United States ,April 9 2018,Verified Purchase,  Love it!! Buy it!!,2 people found this helpful
Kiran,5.0 out of 5 stars,Awesommmeeee,the United States ,January 27 2019,Verified Purchase,  I like the part where it comes with the 4K hdmi. And that it’s cooling is quiet with 8 cores this makes the job done.,0 people found this helpful
Joe blake,5.0 out of 5 stars,Very good quality,the United States ,January 19 2019,Verified Purchase,  Very good quality,0 people found this helpful
Amazon Customer,3.0 out of 5 stars,relatively a  good,the United States ,July 7 2019,Verified Purchase,  This product was use for gaming what I don’t like is that I don’t like that I have to pay for most stuff,0 people found this helpful
Ernie Cain,5.0 out of 5 stars,Get the external harddrive by seahate,the United States ,March 1 2019,Verified Purchase,  To relax and unwind,0 people found this helpful
brenda,5.0 out of 5 stars,as advertised,the United States ,June 17 2019,Verified Purchase,  Perfect experience. Very satisfied with my purchase. I would recommend this seller for sure!!!,0 people found this helpful
Will S.,1.0 out of 5 stars,Buy a PC or PS4,the United States ,January 30 2019,Verified Purchase,  Had it less than a month before it broke. Would glitch out or get the black screen of death every time I turned it on.,One person found this helpful
Ariel Arencibia ,5.0 out of 5 stars,Entrega rápida y segura alta exelencia en el servicio,the United States ,June 3 2019,Verified Purchase,  Como nuevo y muy hermoso,0 people found this helpful
Jason stone,5.0 out of 5 stars,Gaming 101,the United States ,November 18 2019,Verified Purchase,  Great system,0 people found this helpful
Amazon Customer,1.0 out of 5 stars,Didn’t come with any code!!!,the United States ,May 11 2019,Verified Purchase,  Wtf my Xbox did not come with Xbox game pass or live free trial... I’m thinking it wasn’t even new,0 people found this helpful
Brian Lorenz,4.0 out of 5 stars,Amazon perfection,the United States ,August 12 2019,Verified Purchase,  Perfect. Having fun!,0 people found this helpful
Aaron ,5.0 out of 5 stars,Awesome console,the United States ,December 13 2019,Verified Purchase,  I love how it arrived on time and i was able to get it running and able to play with my friends and girlfriend :),0 people found this helpful
Fidel solis,1.0 out of 5 stars,Se me descompuso este producto,the United States ,January 9 2020,Verified Purchase,  Queria saber por que este producto ase un mes se me descompuso quiero saber si tiene garantia o a donde tengo ver,0 people found this helpful
Jay knott,5.0 out of 5 stars,Just amazing,the United States ,February 22 2019,Verified Purchase,  Got my xbox a while back and nooo problen with it....i saw those negative reviews got me worried..guess i was worried for nothing...its amazing...brand new,0 people found this helpful
Nathan Gousy,1.0 out of 5 stars,Broken,the United States ,March 14 2019,Verified Purchase,"  Fan incredibly loud, doesn’t download certain games or apps.. basically useless and frustrating since I got it to replace one having the same problems",0 people found this helpful
Satisfied,5.0 out of 5 stars,Gaming during social distancing,the United States ,April 13 2020,Verified Purchase,  My order came in quicker than I was expecting  and it was exactly what was described,0 people found this helpful
Callie Branson,1.0 out of 5 stars,Not 1 Tb,the United States ,January 10 2020,Verified Purchase,  I bought this being really excited because it’s 1 Tb. But I am disappointed to see that it is actually 700 gb.,0 people found this helpful
Chocolateasian,3.0 out of 5 stars,Dope,the United States ,November 16 2019,Verified Purchase,  Its aight just minor crashes,0 people found this helpful
melissa roussell,5.0 out of 5 stars,Love it,the United States ,August 8 2018,Verified Purchase,  Work great,0 people found this helpful
Carlos Bissi,4.0 out of 5 stars,"Great buy,I do recommend @lilpeep",the United States ,December 28 2019,Verified Purchase,"  Great condition, well wrapped and shipped. Had no problems with it at all and I play on it pretty much everyday.",0 people found this helpful
Allie Moody,5.0 out of 5 stars,Great system,the United States ,June 14 2019,Verified Purchase,  Excellent,0 people found this helpful
Bryan Mark,5.0 out of 5 stars,Great Purchase,the United States ,August 27 2019,Verified Purchase,"  Came as expected incredibly fast shipping, I have been using it for over 3 weeks and everything works fine",0 people found this helpful
Jason Litsinger,4.0 out of 5 stars,"Refurbished or repackaged listed as ""New""",the United States ,August 26 2019,Verified Purchase,"  Listed as New. Box was resealed from the manufacturer so I'm assuming it's a refurbished console. Everything was packed as new and looks clean and unused. Works great just shouldn't be listed as ""New""",One person found this helpful
Frank Bonavise,3.0 out of 5 stars,Console works but controller is unusable,the United States ,March 7 2019,Verified Purchase,  Console works perfect but the controller does not work. Hoping the seller will help with this somehow.,0 people found this helpful
Steven C.,2.0 out of 5 stars,Highway robbery,the United States ,August 22 2018,Verified Purchase,  The fact that you can't play a lot of games unless you have Xbox Gold a monthly membership fee after having to pay for a console and the game. This is highway robbery. Example allow you to download fortnite but then you can't play it unless you have this$11 a month membership. This is just wrong they charge you for games and you can't play them online unless you have this stupid membership it's not fair. It's taking advantage of their customers. Even with PlayStation you can play fortnite if you've got a login. So I can play it on my Samsung phone. I can play it on an iPhone. But I can't play it on my Xbox One S unless I pay for an additional membership.,One person found this helpful
Mary B Hucks,5.0 out of 5 stars,What grandparents will go for grandkids.,the United States ,October 7 2019,Verified Purchase,  I ordered this item for two of my grandsons  and they play on it every day.,0 people found this helpful
Ralph Calhoun,3.0 out of 5 stars,Uh oh,the United States ,April 18 2019,Verified Purchase,  Good xbox one s but someone had opened the brand new xbox one s just to steal the 14 days free xbox gold,0 people found this helpful
stifanos,5.0 out of 5 stars,Perfect,the United States ,September 20 2018,Verified Purchase,  Perfect,0 people found this helpful
Tim,2.0 out of 5 stars,poor customer service,the United States ,June 2 2019,Verified Purchase,  Arrived on time but with partially functional controller. Very difficult to get support and no luck on exchange as yet.,0 people found this helpful
Pedro R.,5.0 out of 5 stars,Worth the money,the United States ,January 31 2020,Verified Purchase,  I bought this for my nephew and he's happy..,0 people found this helpful
Sara,5.0 out of 5 stars,no complaints,the United States ,March 20 2019,Verified Purchase,  got what i asked for haven't had any problems so far,0 people found this helpful
Joshua Wilkins,2.0 out of 5 stars,Hmmm,the United States ,September 1 2020,Verified Purchase,  Got it and it doesn’t turn on all the time and if it does it sits on loading screen,0 people found this helpful
Ruby,5.0 out of 5 stars,Great buy,the United States ,March 21 2019,Verified Purchase,  Works amazing just wish downloading games would be quicker no problems with it yet so it’s a worthy buy,0 people found this helpful
Jason-Michael Wilson,5.0 out of 5 stars,Fast delivery,the United States ,September 26 2019,Verified Purchase,  Didn’t expect it to come as fast as it did or work as perfectly as it does. Thank you so much!,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Great,the United States ,July 29 2019,Verified Purchase,  Great!,0 people found this helpful
Adkcivant,5.0 out of 5 stars,Great quality,the United States ,April 4 2019,Verified Purchase,  This product was great! In box new condition everything works as it should shipped very quick also. Very happy with my purchase,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Xbox good.,the United States ,January 20 2019,Verified Purchase,  Works good no problems as of yet.,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,excellent purchase,the United States ,May 7 2019,Verified Purchase,  new product came in excellent condition and works great. no problems with the controller so far either,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,great,the United States ,February 26 2019,Verified Purchase,  great,0 people found this helpful
Jake loehr,5.0 out of 5 stars,Great price,the United States ,April 19 2019,Verified Purchase,  Great price I ordered at 10:30 am and recieved it at 5pm same day. Comes brand new and setup was very quick! Would definitely recommend if you are looking for an Xbox for a low price!,0 people found this helpful
Joshua Eglish,5.0 out of 5 stars,Good product.,the United States ,May 14 2019,Verified Purchase,  Works great. No defects or problems. Smaller size is helpful as it does not take up a lot of space.,0 people found this helpful
Adrian Arturo Perez,5.0 out of 5 stars,Amazing,the United States ,September 11 2018,Verified Purchase,  Xbox work very great without problems i play everyday,0 people found this helpful
Luke McCarthy,5.0 out of 5 stars,Five Stars,the United States ,March 12 2018,Verified Purchase,  Awesome!,2 people found this helpful
Difelicejs,5.0 out of 5 stars,Great buy,the United States ,January 8 2020,Verified Purchase,  Brand new in the box as described!,0 people found this helpful
Back trouble,1.0 out of 5 stars,Not worth it,the United States ,April 28 2020,Verified Purchase,  Hasn’t worked but 3 times since we received it. It simply stays in boot up mode for hours,0 people found this helpful
Teresah Danielson,3.0 out of 5 stars,Freezes sometimes for no reason,the United States ,May 9 2020,Verified Purchase,  It's slow to turn on,0 people found this helpful
Landon Hubbard,4.0 out of 5 stars,Good,the United States ,October 9 2019,Verified Purchase,"  It's expensive,but it works well",0 people found this helpful
Andrew Thompson,5.0 out of 5 stars,Awesome deal,the United States ,April 8 2019,Verified Purchase,  As advertised,0 people found this helpful
matthew berry,2.0 out of 5 stars,Ok product,the United States ,December 5 2019,Verified Purchase,  Having some problems reading DVD's and games. Other than that it works fine.,0 people found this helpful
Felix Polanco,5.0 out of 5 stars,Awesome purchase,the United States ,June 30 2019,Verified Purchase,  Great,0 people found this helpful
Spencer Mcgraw,5.0 out of 5 stars,Good to go,the United States ,April 21 2020,Verified Purchase,  Hooked it up this morning when my package arrived and so far so good. Very satisfied,0 people found this helpful
Angela putnam,5.0 out of 5 stars,It's great,the United States ,September 16 2019,Verified Purchase,  It's great,0 people found this helpful
Akerele ololade,3.0 out of 5 stars,You need xbox live gold to play Fortnite,the United States ,June 19 2019,Verified Purchase,  I wanted to use the product for gaming but you need xbox live gold to play Fortnite,0 people found this helpful
shaquita cox,1.0 out of 5 stars,Waste of money,the United States ,July 15 2020,Verified Purchase,  I had it for only a year and it cuts off by itself and will not turn back on till days later.,0 people found this helpful
David,4.0 out of 5 stars,Slight box damage,the United States ,September 15 2019,Verified Purchase,"  Box was a little bit banged up, but other than that everything has been fantastic!",0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Product exactly as advertised. Great buy!,the United States ,April 3 2019,Verified Purchase,  Great buy!,0 people found this helpful
Hannah P,5.0 out of 5 stars,Pretty dang good my dudes,the United States ,March 3 2020,Verified Purchase,  I’ve had it for a short while but so far it is excellent! Hopefully it will stay this way :),0 people found this helpful
SlyBry,5.0 out of 5 stars,Items were just as specified by the dealer...I am 100% satisfied...thank you!,the United States ,October 1 2019,Verified Purchase,  100% satifed with my purchase...thank you!,0 people found this helpful
Jason Immesote,5.0 out of 5 stars,Awesome,the United States ,December 9 2019,Verified Purchase,"  It was exactly as advertised, delivered early even.",0 people found this helpful
Patrick Kerby,5.0 out of 5 stars,Awesome,the United States ,June 17 2019,Verified Purchase,  Worked great!,0 people found this helpful
Ms Rasene Newson,5.0 out of 5 stars,We are happy,the United States ,August 12 2019,Verified Purchase,  Thank you,0 people found this helpful
Israt H.,5.0 out of 5 stars,Best price,the United States ,July 5 2019,Verified Purchase,  I personally liked the item cause it was completely brand new and had the things I needed,0 people found this helpful
Noel Waterbury,5.0 out of 5 stars,Good service and quality,the United States ,May 15 2019,Verified Purchase,  The product was as advertised.  It arrived on time(2 days Prime) and is working great!,0 people found this helpful
John S.,5.0 out of 5 stars,Awesome!!!,the United States ,June 3 2019,Verified Purchase,  Great item at a great price,0 people found this helpful
David,5.0 out of 5 stars,Xbox one s is great,the United States ,February 18 2020,Verified Purchase,  Loved it,0 people found this helpful
marty johnson,1.0 out of 5 stars,not english characters on the box,the United States ,January 21 2020,Verified Purchase,  Won't playRegion 1 DVD's.  Unit was designed and built forRegion 3 not U.S.,0 people found this helpful
Denae,5.0 out of 5 stars,Worth your money!!!,the United States ,April 25 2020,Verified Purchase,  I love it!!!!! It’s brand new and very sturdy definitely worth the money,0 people found this helpful
Kimberly Seth,5.0 out of 5 stars,Everything great!,the United States ,June 14 2019,Verified Purchase,  Great experience - fast delivery!,0 people found this helpful
Ira hudson,5.0 out of 5 stars,it came perfectly as it is,the United States ,June 4 2019,Verified Purchase,  I love it holds more big games than the old one works perfectly too thank you very much :),0 people found this helpful
Haleigh,1.0 out of 5 stars,MISSING PARTS,the United States ,July 29 2020,Verified Purchase,  by far the worst amazon purchase ever!!!!! RIP OFF do not buy!!!!!,0 people found this helpful
David N.,5.0 out of 5 stars,Just as described,the United States ,June 4 2019,Verified Purchase,  Product just as described and on time delivery,0 people found this helpful
Emerald,5.0 out of 5 stars,"It’s new, not used",the United States ,December 12 2019,Verified Purchase,  HAD EVERYTHING! I can’t wait to give it to my boyfriend for Christmas,0 people found this helpful
Billy Gotsch,5.0 out of 5 stars,Great Console Great Price,the United States ,September 19 2018,Verified Purchase,  Lots of space to download plenty of games. Great price for an excellent gaming experience.,0 people found this helpful
Edward Godoy,5.0 out of 5 stars,Todo llego en orden sin ningun daño,the United States ,May 5 2020,Verified Purchase,  Esta todo genial y correcto !! Ninguna imperfeccion!! Confiable,0 people found this helpful
Dewayne Givens,5.0 out of 5 stars,Great Console!,the United States ,December 7 2019,Verified Purchase,  Love it! It came with everything too!,0 people found this helpful
Tawnya ,5.0 out of 5 stars,no issues,the United States ,August 19 2019,Verified Purchase,"  I have had it about a month, thus far no issues",0 people found this helpful
Jose vallejo,5.0 out of 5 stars,Satisfied,the United States ,September 13 2019,Verified Purchase,  Legit,One person found this helpful
WheresMyCoffee,5.0 out of 5 stars,Newcomers to Xbox,the United States ,January 18 2018,Verified Purchase,"  We’ve had this product for a month. Easy set-up (just time consuming), especially when you have to set-up more than one account/controller. We are new to Xbox, so set-up was way easier than learning all the buttons and actually playing a game. If you’re new to Xbox like we were it’s going to take you a while to learn the controller, but most games have tutorials to show you and you’ll learn it in no time. I have an 8yr old and a 6 yr old that learned that way and now they are pros. Speed, updating, downloading, etc. have yet to be a problem. Overall we really enjoy playing games on this console & have no issues.",11 people found this helpful
Luka,5.0 out of 5 stars,Does what it need to do,the United States ,August 28 2019,Verified Purchase,  Works great and plays amazing,0 people found this helpful
Aaron,1.0 out of 5 stars,I wouldn't recommend getting this xbox,the United States ,March 15 2018,Verified Purchase,  I wouldn't recommend getting this xbox. First off you can tell the box had been opened because of all the resale stickers but everything else looked new so I decided to try it out. I bought this xbox to upgrade from my original xbox one but this is no upgrade. It glitches on every single game I play witch never happened with my original xbox so defiantly shouldn't happen on the newer xbox. Overall is just slower than my orginial xbox. Very disappointed don't buy.,10 people found this helpful
Kent B.,5.0 out of 5 stars,It's an Xbox,the United States ,January 13 2021,Verified Purchase,  Xbox One- works as intended.,0 people found this helpful
lenia EU,1.0 out of 5 stars,Paquete no resivido,the United States ,July 12 2019,Verified Purchase,  No puedo devolver el producto nunca me llego y quiero mi renvolso,0 people found this helpful
Rick hogle,5.0 out of 5 stars,Alsome,the United States ,September 24 2019,Verified Purchase,  Work great like I was told,0 people found this helpful
Aristides Yanes,4.0 out of 5 stars,Seems like it was opened,the United States ,February 23 2019,Verified Purchase,  I dont know why the seal on the box was ripped and readjusted but everything is working great and it was packaged as if new so I'm happy with it,0 people found this helpful
Abby,1.0 out of 5 stars,Had to return.,the United States ,December 28 2019,Verified Purchase,  Didn’t work,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Great,the United States ,March 8 2020,Verified Purchase,  Works great,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Shipped fast and was exactly as described.,the United States ,June 5 2019,Verified Purchase,  A new Xbox at a great price.,0 people found this helpful
Baron ,5.0 out of 5 stars,It came sealed,the United States ,June 29 2019,Verified Purchase,  It came sealed and new,0 people found this helpful
Chad wheeler,1.0 out of 5 stars,I'm  Disappointed When I try the xbox,the United States ,August 21 2020,Verified Purchase,  When I Receive the xbox one it doesn't work right.,0 people found this helpful
Dom,5.0 out of 5 stars,Bought used Xbox one S,the United States ,June 15 2019,Verified Purchase,  Fast shipping and everything is working very well.,0 people found this helpful
Trinity,5.0 out of 5 stars,Good,the United States ,April 8 2020,Verified Purchase,  Came early and was exactly what I was expecting.,0 people found this helpful
Chris,5.0 out of 5 stars,Seems legit.,the United States ,June 7 2019,Verified Purchase,  I got it quick and as advertised.,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Performs just as good as the newer version of x-box ! I have both,the United States ,December 10 2018,Verified Purchase,  I loved it! It was all that I expected,0 people found this helpful
Ashley Rehagen,5.0 out of 5 stars,Perfect,the United States ,April 5 2019,Verified Purchase,  I love this Xbox. Perfect condition,0 people found this helpful
saradean harris,5.0 out of 5 stars,time received,the United States ,January 14 2021,Verified Purchase,  cost,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,xbox one s,the United States ,January 17 2020,Verified Purchase,  works great and came on time! thanks amazon!!,0 people found this helpful
Erin bloomquist,1.0 out of 5 stars,Broke in less than a month!!!,the United States ,January 19 2021,Verified Purchase,  Gave it as a gift and it is broke already!!!!,0 people found this helpful
Rose Horner,5.0 out of 5 stars,Very happy!,the United States ,August 9 2018,Verified Purchase,"  I was scared to buy an Xbox off amazon, but it’s perfect! No problems at all!",0 people found this helpful
Joseph A,5.0 out of 5 stars,Good,the United States ,December 30 2019,Verified Purchase,  Ours came brand new...and great for an xbox.,0 people found this helpful
Antonio Moore,1.0 out of 5 stars,Terrible,the United States ,June 4 2019,Verified Purchase,  Wouldn’t power on! Had to send back.. didn’t come with a controller,0 people found this helpful
Friendly neighbor,5.0 out of 5 stars,Works,the United States ,March 14 2019,Verified Purchase,"  Works just fine, no issues",0 people found this helpful
Dre,5.0 out of 5 stars,It's a brand new system,the United States ,July 23 2019,Verified Purchase,  Great buy brand new not used like some say,0 people found this helpful
Jose A Rivera,5.0 out of 5 stars,Perfect selivery,the United States ,July 18 2019,Verified Purchase,  Excellent quality! Delivered earlier than expected.,0 people found this helpful
Amazon Customer,2.0 out of 5 stars,Need a cord that fits,the United States ,December 23 2019,Verified Purchase,  The power cord is not fitting into the Xbox,0 people found this helpful
Kindle Customer,5.0 out of 5 stars,As described,the United States ,April 21 2020,Verified Purchase,"  As described, quick shipping.",0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Fast delivery,the United States ,March 5 2020,Verified Purchase,"  Fast delivery, great product.",0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Very good product.,the United States ,March 29 2020,Verified Purchase,  Easy to install,0 people found this helpful
Sol Bargsten,5.0 out of 5 stars,The price its not bad at all.,the United States ,February 24 2019,Verified Purchase,  Its an amazing product i really recommend it. Mine is a new product. Thankss,0 people found this helpful
Juicyjuicee,5.0 out of 5 stars,Trust worthy,the United States ,April 10 2019,Verified Purchase,  New Condition,One person found this helpful
Dane Flippin,5.0 out of 5 stars,Love it!!,the United States ,December 25 2019,Verified Purchase,  Great bargain!!!  Works great!! Love it!,0 people found this helpful
Trey Jeffersen,1.0 out of 5 stars,I am missing my cords & controller,the United States ,August 9 2019,Verified Purchase,  Missing cords & controller. Very upset!,0 people found this helpful
Athena Marie Pieratos,5.0 out of 5 stars,Definitely worth,the United States ,March 6 2020,Verified Purchase,  Wonderful use every day,0 people found this helpful
dominic gagliardo,4.0 out of 5 stars,"Works, mostly",the United States ,July 17 2019,Verified Purchase,"  Xbox worked fine, the controller never worked",0 people found this helpful
Marcos Duran,5.0 out of 5 stars,Grate,the United States ,January 26 2020,Verified Purchase,  Works grate and love playing on it no stop,0 people found this helpful
Tsk...,4.0 out of 5 stars,Get memory too!!,the United States ,December 17 2019,Verified Purchase,"  I love the play, and it's retro read,  but the memory goes quickly.I guess I better get some add on memory! :)",0 people found this helpful
Amanda Lutek,5.0 out of 5 stars,Great,the United States ,January 5 2020,Verified Purchase,  Great,0 people found this helpful
Heather Hoskins Linne,5.0 out of 5 stars,Perfect,the United States ,September 29 2019,Verified Purchase,  Love it.,0 people found this helpful
C.T.,5.0 out of 5 stars,Great customer support,the United States ,March 28 2020,Verified Purchase,  Great customer support,0 people found this helpful
Shameer Mickens,5.0 out of 5 stars,Look through the reviews,the United States ,October 28 2019,Verified Purchase,  New unit brand spanking new love it,0 people found this helpful
Twiggz,5.0 out of 5 stars,Gaming is important..,the United States ,March 30 2019,Verified Purchase,  Worth it,0 people found this helpful
Doniell Abraham,5.0 out of 5 stars,Thank you.,the United States ,September 14 2018,Verified Purchase,  The Xbox is great and working well. It was shipped in perfect condition.,0 people found this helpful
jonah ayers,4.0 out of 5 stars,It’s gud,the United States ,January 14 2020,Verified Purchase,  Is gud,0 people found this helpful
miguel mendiola,5.0 out of 5 stars,really good,the United States ,January 15 2020,Verified Purchase,  Shipped quickly. Amazing product.,0 people found this helpful
Tina haas,5.0 out of 5 stars,Awesome,the United States ,February 23 2019,Verified Purchase,  Awesome,0 people found this helpful
danielnogrubharris,5.0 out of 5 stars,Xbox1,the United States ,January 1 2019,Verified Purchase,"  Good graphics, good cooling system, great for streaming.",0 people found this helpful
Shannon Crider,5.0 out of 5 stars,Great product,the United States ,May 22 2020,Verified Purchase,  I like it and it works great. I would buy it again.,0 people found this helpful
AnnaMarie8287,4.0 out of 5 stars,Not quick.,the United States ,March 22 2019,Verified Purchase,  Shipping was slow but it was a good product.,0 people found this helpful
lisa keller,5.0 out of 5 stars,Works great love it well worth the money,the United States ,March 5 2019,Verified Purchase,  Works great love it well worth the money,0 people found this helpful
Roland Leo Matte,5.0 out of 5 stars,XBOX,the United States ,August 29 2019,Verified Purchase,  Excellent price for new item,0 people found this helpful
Daniel milligan,1.0 out of 5 stars,THIS IS A USED CONSOLE!!!!!!!!!!!,the United States ,May 18 2019,Verified Purchase,  this console was used not new. DO NOT BUY!!!!!!!!!,0 people found this helpful
Tony S,5.0 out of 5 stars,brand new,the United States ,August 16 2019,Verified Purchase,"  fast shipping, great price,",0 people found this helpful
kevin nieto m,5.0 out of 5 stars,Viene con cable 4K!!,the United States ,May 19 2019,Verified Purchase,  De paquete!!! Yo pensé que era usado el producto pero fue perfecto y superó mis expectativas,0 people found this helpful
Margaret Tafoya,4.0 out of 5 stars,Great product,the United States ,June 27 2019,Verified Purchase,  Remote control will not work with the headset other than that everything else was good,0 people found this helpful
Michael Anderson,5.0 out of 5 stars,Great condition,the United States ,June 5 2019,Verified Purchase,  Arrived ridiculously quick. Functions great!,0 people found this helpful
Susan D Polito,5.0 out of 5 stars,Good value. It does what it suppose to do,the United States ,January 17 2018,Verified Purchase,  Good value.  It does what it suppose to do.,5 people found this helpful
S. Barnes,5.0 out of 5 stars,Works perfect,the United States ,September 3 2019,Verified Purchase,  Great to bring to college,0 people found this helpful
Kristin Selmeczy,5.0 out of 5 stars,As expected,the United States ,April 11 2020,Verified Purchase,  As expected,0 people found this helpful
Sara,1.0 out of 5 stars,Used and did not work.,the United States ,November 11 2020,Verified Purchase,  Zero stars!,0 people found this helpful
Salvatore Procopio,5.0 out of 5 stars,Great condition!,the United States ,May 6 2019,Verified Purchase,  You get what you buy everything came with what it said and no problems with it.,0 people found this helpful
Qualeene Martinez,5.0 out of 5 stars,"No scratches or anything, works amazing!",the United States ,July 6 2019,Verified Purchase,  Everything worked as it’s suppose to,0 people found this helpful
Jessica,5.0 out of 5 stars,It’s wonderful!,the United States ,August 23 2019,Verified Purchase,  Perfect!,0 people found this helpful
Rolfy ,5.0 out of 5 stars,La consola estaba nueva y en buenas condiciones!,the United States ,July 12 2019,Verified Purchase,  Todo estaba nuevo,0 people found this helpful
Joe Alessandria,5.0 out of 5 stars,Great buy,the United States ,June 24 2019,Verified Purchase,  Awesome,0 people found this helpful
Kimberly,5.0 out of 5 stars,xbox1s,the United States ,July 28 2019,Verified Purchase,  Very Happy with my product,0 people found this helpful
Naman Rastogi,5.0 out of 5 stars,Awesome,the United States ,December 11 2019,Verified Purchase,  Amazing product.....,0 people found this helpful
tara barnett,5.0 out of 5 stars,Good price,the United States ,February 20 2019,Verified Purchase,  Son won't get off of it. Loves it,0 people found this helpful
Clevie workman,5.0 out of 5 stars,works perfect,the United States ,August 15 2018,Verified Purchase,  Its new lol,0 people found this helpful
Alvaro,5.0 out of 5 stars,Nada,the United States ,April 4 2019,Verified Purchase,  Muy bueno,0 people found this helpful
Scar,5.0 out of 5 stars,It's new no problems.,the United States ,July 27 2019,Verified Purchase,  Fresh. Un-open. Thanks.,0 people found this helpful
Lewis D Pettit,3.0 out of 5 stars,Powerless,the United States ,January 17 2020,Verified Purchase,  Didnt come with a power cord,0 people found this helpful
Cameron Carrico,5.0 out of 5 stars,Great price,the United States ,July 4 2019,Verified Purchase,  Replacement,0 people found this helpful
Amazon Customer,4.0 out of 5 stars,Arrived early as usual. Thank you,the United States ,August 17 2019,Verified Purchase,  On-line game play.,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Great product!,the United States ,June 15 2018,Verified Purchase,  Great product! It works fine so far. I really appreciate that I can buy the console without being forced to purchase a game or gold membership with it.I noticed some people in the comments were saying they suspect the product is used becuase new stickers have been placed over the old ones on the box. This is probably becuase the games the Xbox is supposed to come with have been removed. I haven't found any evidence that the Xbox itself is used or an damage on the product.,3 people found this helpful
DJ27,5.0 out of 5 stars,It's pretty good,the United States ,July 6 2019,Verified Purchase,  I use it for playing games and watch movies,0 people found this helpful
Imaad N.,5.0 out of 5 stars,Excellent product,the United States ,February 18 2020,Verified Purchase,  Works great!,0 people found this helpful
ShopAddict,5.0 out of 5 stars,New,the United States ,September 21 2018,Verified Purchase,  Love it,0 people found this helpful
Greg Stone,5.0 out of 5 stars,Having fun,the United States ,June 26 2019,Verified Purchase,  Works great,0 people found this helpful
